cand_name,complete_text
Robert SÉVIGNY,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Robert SÉVIGNY Profil des personnes candidates Icons/ArrowRetour à la liste Robert SÉVIGNY Action Montréal - Équipe Gilbert Thibodeau Conseillère ou conseiller de ville Hochelaga linkedIn facebook courriel Présentation de la personne candidate Robert Sévigny, cadre superieur au CN plus de 30 ans de service. Formation universitaire, impliqué dans la société. Président du parti et cofondateur de l'ACQ avec Dumont. Membre de plusieurs CA dont Louis-H-Lafontaine, Chambre de Commerce et organisme sans but lucratif. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Pour redonner à la ville ses lettres de noblesse Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Accessibilité au logement, amélioration de la propreté, enlèvement des graffitis, ajout de poubelles, amélioration du transport en commun, ajout de stationnement, etc... Quelles sont les deux principales priorités de la personne candidate? Propreté, salubrité, sécurité, SPVM, transport en commun Logement, itinérance, sans-abris Quel est le lieu préféré de la personne candidate à Montréal? Vieux-Montréal, Mont-Royal, Centre-Ville Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Marc SHAKOUR,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Marc SHAKOUR Profil des personnes candidates Icons/ArrowRetour à la liste Marc SHAKOUR Transition Montréal - Équipe Craig Sauvé Conseillère ou conseiller de ville Bordeaux-Cartierville linkedIn courriel Présentation de la personne candidate Entrepreneur polyvalent, je suis proactif et je cherche constamment à aider le maximum de monde, à trouver les solutions. J'ai été étudiant, programmeur, enseignant, barman, entrepreneur. Je m'adapte constamment aux différents défis. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Informer, aider, communiquer sont des actions qui me tiennent à coeur. Je suis conscient des épreuves que les Montréalais-es traversent et je veux les aider. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? En prenant des décisions qui favorisent l'égalité, la justice, la démocratie pour toues et tous. Il y a de nombreuses initiatives qui permettent de fédérer les citoyens-nes, de leur simplifier la vie. Nous souhaitons les mettre en place. Quelles sont les deux principales priorités de la personne candidate? M'informer, aider, communiquer Trouver des solutions, des compromis, travailler dans l'intérêt général. Quel est le lieu préféré de la personne candidate à Montréal? Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Peter SHATILLA,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Peter SHATILLA Profil des personnes candidates Icons/ArrowRetour à la liste Peter SHATILLA Ensemble Montréal - Équipe Soraya Conseillère ou conseiller de ville Notre-Dame-de-Grâce Présentation de la personne candidate I am a born Montrealer, raising a family and running a company in the city that i love. I hope that the residents of NDG give me the vote of confidence to represent them. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? I am proud to call myself a Montrealer, but my pride has been tested in recent years. We need to restore this pride, by cleaning our city, creating more housing, and listening to our citizens. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Montreal needs to refocus on the basics: clean parks and streets, efficient snow removal, proper garbage pickup/recycling/composting and proper policing. This will create a much better quality of life for all Montrealers. Quelles sont les deux principales priorités de la personne candidate? Fiscal responsibility - run the city like a business and get rid of wasteful spending. Mobility - re-prioritize mobility and get people moving again. Quel est le lieu préféré de la personne candidate à Montréal? Restaurants and businesses of NDG Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Youssef SHOUFAN,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Youssef SHOUFAN Profil des personnes candidates Icons/ArrowRetour à la liste Youssef SHOUFAN Projet Montréal - Équipe Luc Rabouin Mairesse ou maire de l'arrondissement Saint-Laurent linkedIn snapchat facebook instagram site courriel Présentation de la personne candidate Youssef est un citoyen engagé mettant sa créativité et son écoute au service d’un Montréal plus solidaire et inspirant. Il a habité près de 20 ans à Saint-Laurent et y a mené différents projets, dont une expo en 2017 pour l’inauguration de la place Rodolphe-Rousseau, mettant en valeur les portraits et histoires de dizaines de Laurentien·ne·s. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Pour améliorer la qualité de vie et les sentiments d'appartenance et d'entraide de la population. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? En proposant des solutions basées sur l'écoute de la population et des personnes expertes sur différents enjeux. Quelles sont les deux principales priorités de la personne candidate? Culture, démocratie, environnement, sécurité et vie active, Quel est le lieu préféré de la personne candidate à Montréal? La cuisine de mes parents Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Allison SKLAR,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Allison SKLAR Profil des personnes candidates Icons/ArrowRetour à la liste Allison SKLAR Transition Montréal - Équipe Craig Sauvé Conseillère ou conseiller d'arrondissement Sault-Saint-Louis facebook instagram site courriel Présentation de la personne candidate Résidente de LaSalle depuis 15 ans, je crois profondément en la communauté et en la transparence. Active et engagée, je veux donner une voix aux citoyens, défendre leurs intérêts et bâtir un avenir où chacun se sent écouté et représenté. I am listening. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Enseignante engagée et citoyenne active, je veux que chaque voix soit entendue et réflètent les besoins réels de notre communauté. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Je veux améliorer la qualité de vie en renforçant la sécurité des piétons, en et en défendant l'accès à des logements abordables. Chaque citoyen mérite un quartier sécuritaire, accessible et humain. Quelles sont les deux principales priorités de la personne candidate? Garantir une transparence dans chaque décision. Assurer la sécurité de tous. Quel est le lieu préféré de la personne candidate à Montréal? Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Ntwari SONGA,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Ntwari SONGA Profil des personnes candidates Icons/ArrowRetour à la liste Ntwari SONGA Ensemble Montréal - Équipe Soraya Conseillère ou conseiller de ville Marie-Victorin Présentation de la personne candidate Urbaniste et citoyen engagé de Rosemont, Ntwari Songa met son expertise municipale au service d’un développement durable, équitable et ancré dans les besoins du quartier. Il défend le logement abordable, la mobilité sécuritaire et l’adaptation climatique. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Quelles sont les deux principales priorités de la personne candidate? Créer un marché publique dans Rosemont est, dans le secteur l’Assomption. Participer activement dans le comité citoyen de la refection de l’hopital Maisonneuve-Rosemont Quel est le lieu préféré de la personne candidate à Montréal? Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Despina SOURIAS,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Despina SOURIAS Profil des personnes candidates Icons/ArrowRetour à la liste Despina SOURIAS Projet Montréal - Équipe Luc Rabouin Conseillère ou conseiller de ville Loyola linkedIn facebook instagram site courriel Présentation de la personne candidate Despina Sourias cumule 18 ans d’expérience communautaire. Quadrilingue, titulaire d’un baccalauréat en développement international et d’un DESS en administration internationale, elle est une figure mobilisatrice à NDG, toujours à l’écoute. / She has 18 years of community experience, is quadrilingual, and a mobilizing figure in NDG. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Née à Montréal et à l’écoute des citoyen·nes, elle souhaite porter la voix des Montréalais·es, refléter leurs priorités et contribuer à créer un Montréal qui nous ressemble. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Pour elle, l’avenir de Montréal passe par des quartiers accessibles, solidaires et accueillants pour toutes et tous. Quelles sont les deux principales priorités de la personne candidate? Logement, dynamisme et rayonnement des quartiers Participation citoyenne Quel est le lieu préféré de la personne candidate à Montréal? Bibliothèque Benny Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Daniel ST-HILAIRE,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Daniel ST-HILAIRE Profil des personnes candidates Icons/ArrowRetour à la liste Daniel ST-HILAIRE Action Montréal - Équipe Gilbert Thibodeau Conseillère ou conseiller de ville Maisonneuve-Longue-Pointe facebook courriel Présentation de la personne candidate Entraîneur olympique (5x) Pourquoi la personne candidate souhaite représenter les Montréalais(es)? J'ai une bonne écoute : un devoir de servir les gens de MHM-Longue Pointe Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Supporter mon maire pour baisser la dette de Montréal, et faire bouger nos jeunes Quelles sont les deux principales priorités de la personne candidate? Sport, propreté, sécurité Augmenter la joie de vivre à Montréal Quel est le lieu préféré de la personne candidate à Montréal? Rue St-Denis, les terrasses Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Jordan ST. JAMES,Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Jordan ST. JAMES Profil des personnes candidates Icons/ArrowRetour à la liste Jordan ST. JAMES Transition Montréal - Équipe Craig Sauvé Conseillère ou conseiller de ville Rivière-des-Prairies Présentation de la personne candidate Non disponible Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Quelles sont les deux principales priorités de la personne candidate? Quel est le lieu préféré de la personne candidate à Montréal? Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate.
Julie ST-ONGE,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Julie ST-ONGE Profil des personnes candidates Icons/ArrowRetour à la liste Julie ST-ONGE Transition Montréal - Équipe Craig Sauvé Conseillère ou conseiller d'arrondissement Champlain - L'Île-des-Soeurs courriel Présentation de la personne candidate Résidente de longue date à Verdun, je m'engage à renforcer les liens communautaires et développer les ressources locales. Mon projet de maîtrise explore la collaboration des organismes alimentaires locaux et leur rôle dans la sécurité alimentaire. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Je veut amplifier les voix locales, assurer l'équité dans les décisions et soutenir des politiques audacieuses centrées sur les gens. Du logement social au transport collectif équitable, afin que Montréal soit plus juste, durable et démocratique. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? En soutenant le logement abordable, en développant les espaces verts et publics et en assurant l'accès aux ressources communautaires. Je veux rendre Montréal plus inclusive, résiliente et agréable à vivre pour toutes et tous. Quelles sont les deux principales priorités de la personne candidate? Logement abordable et communautés résilientes. Des quartiers accueillants et sécuritaires. Quel est le lieu préféré de la personne candidate à Montréal? Les parcs de Verdun avec ma famille. Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Christopher STEEL,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Christopher STEEL Profil des personnes candidates Icons/ArrowRetour à la liste Christopher STEEL Transition Montréal - Équipe Craig Sauvé Mairesse ou maire de l'arrondissement Verdun linkedIn facebook site courriel Présentation de la personne candidate Avec une mère créative mais handicapée et trois jeunes frères et sœurs, j'ai grandi en sachant que ce que les autres jugent impossible peut en fait se réaliser. Quand les choix manquent, on n'abandonne pas-on en crée de nouveaux en traçant des chemins mieux adaptés pour atteindre nos véritables objectifs. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Je veux que le vrai caractère de Montréal et de ses communautés soit représenté dans notre démocratie. Trop souvent, la politique est menée par des gens éloignés de la vie quotidienne. Nous connaissons le mieux nos besoins et les changements. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Je veux améliorer la qualité de vie à Montréal en favorisant des communautés sûres et inclusives, en rendant les ressources accessibles à tous et en créant des milieux socio-économiques, culturels et naturels où chacun peut s'épanouir. Quelles sont les deux principales priorités de la personne candidate? Assurer que notre communauté et ses ressources soient accessibles à tous. Favoriser et développer les milieux socio-économiques, naturels et culturels. Quel est le lieu préféré de la personne candidate à Montréal? Marcher au bord du fleuve et observer sur Wellington. Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Vincent STEPHEN-ONG,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Vincent STEPHEN-ONG Profil des personnes candidates Icons/ArrowRetour à la liste Vincent STEPHEN-ONG Transition Montréal - Équipe Craig Sauvé Conseillère ou conseiller d'arrondissement Jeanne-Mance linkedIn x facebook instagram site courriel Présentation de la personne candidate Né à Montréal, Vincent Stephen-Ong est saxophoniste/pianiste, force derrière Urban Science (LeCypherX, Brass Band, LabX). Ex-informaticien diplômé de McGill, inventeur IA et auteur de logiciels pour films/jeux (Star Wars, Nemo), il a fondé #SauvonsLePlateau pour concilier vie nocturne et résidents. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Avec la fermeture de La Tulipe et d'autres salles, il est clair que la réglementation sur le bruit et la vie nocturne doit être revue. Montréal est reconnue mondialement pour sa culture et je veux en assurer la préservation. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Préserver la vie nocturne et les salles, réduire le coût de la vie, appuyer les petites entreprises plutôt que les franchises, améliorer tous les modes de déplacement, rendre les travaux publics plus abordables et mener une réforme électorale. Quelles sont les deux principales priorités de la personne candidate? soutenir les salles de spectacles réduire le coût de la vie Quel est le lieu préféré de la personne candidate à Montréal? o patro vys - les jeudis LeCypherX Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Marie STERLIN,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Marie STERLIN Profil des personnes candidates Icons/ArrowRetour à la liste Marie STERLIN Projet Montréal - Équipe Luc Rabouin Conseillère ou conseiller d'arrondissement Mile-End facebook instagram site courriel Présentation de la personne candidate Élue en 2021 dans le district Mile-End sur le Plateau-Mont-Royal. Mes dossiers sont la culture et l'habitation. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Pour continuer à faire avancer notre vision de ville à échelle humaine. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? En mettant tout en œuvre pour l'abordabilité dans le domaine de l'habitation, protéger l'existant et favoriser le logement hors marché. En favorisant l'accès gratuit à la culture. Quelles sont les deux principales priorités de la personne candidate? Je compte poursuivre le travail entamé sur les dossiers de l'accès à la culture et à l'habitation. Quel est le lieu préféré de la personne candidate à Montréal? Les abords de la voie ferrée dans le Mile End Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Lemonia STRAPATSAS,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Lemonia STRAPATSAS Profil des personnes candidates Icons/ArrowRetour à la liste Lemonia STRAPATSAS Ensemble Montréal - Équipe Soraya Conseillère ou conseiller de ville Mile-End facebook site courriel Présentation de la personne candidate Avec plus de 16 ans dans le secteur communautaire à but non lucratif, je suis une mère monoparentale dévouée au service de la communauté. Axée sur la famille, je bâtis des liens solides avec les gouvernements et les membres, en trouvant des solutions pour soutenir la résilience et l'unité. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Je souhaite représenter les Montréalais pour être leur voix et m'assurer que leurs idées et préoccupations soient entendues. Je veux créer un lien de confiance et travailler à des solutions concrètes qui améliorent le quotidien de chacun. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Je veux améliorer la vie des Montréalais en soutenant les initiatives locales, en planifiant une mobilité cohérente pour tous, en rendant nos rues plus sûres et agréables, et en travaillant avec eux pour que chaque voix soit entendue et respectée. Quelles sont les deux principales priorités de la personne candidate? Quartiers sûrs, propres, agréables et une mobilité cohérente. Écouter, représenter et agir pour les Montréalais. Quel est le lieu préféré de la personne candidate à Montréal? Le vibrant Mile End, mosaïque d'histoire, de culture et de vie. Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Marwan TAKCHI,Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Marwan TAKCHI Profil des personnes candidates Icons/ArrowRetour à la liste Marwan TAKCHI Action Montréal - Équipe Gilbert Thibodeau Conseillère ou conseiller de ville Marie-Victorin x instagram courriel Présentation de la personne candidate JE SUIS À MONTRÉAL DEPUIS 38 ANS. JE SUIS CONSULTANT INFORMATIQUE DEPUIS PLUS DE 25 ANS. PAS D'ENFANTS. MONTRÉAL ET MA VILLE PRÉFÉRÉ ET QUE J'AIME ! Pourquoi la personne candidate souhaite représenter les Montréalais(es)? PARCE QUE CES DERNIÈRES ANNÉES ONT ÉTÉ UN DÉSASTRE. LA SÉCURITÉ EST QUASI INEXISTANTE. LE CENTRE VILLE SE MEURT. LA PROPRETÉ LAISS À DÉSIRER. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? L'HONETETÉ ET LA SINCÉRITÉ SONT MES CRITÈRES EN TANT QUE REPRÉSENTANT JE MONTRERAIS UNE TRANSPARENCE Quelles sont les deux principales priorités de la personne candidate? LA SÉCURITÉ ET LA PROPRETÉ Quel est le lieu préféré de la personne candidate à Montréal? LE MONT-ROYAL Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate.
Élise TANGUAY,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Élise TANGUAY Profil des personnes candidates Icons/ArrowRetour à la liste Élise TANGUAY Projet Montréal - Équipe Luc Rabouin Conseillère ou conseiller de ville Saint-Paul - Émard - Saint-Henri-Ouest linkedIn facebook instagram courriel Présentation de la personne candidate Professionnelle des communications et des relations gouvernementales, je cumule plus de 12 ans d’expérience en politique et en économie sociale. Depuis cinq ans, je dirige une équipe d’affaires publiques chez UTILE, une entreprise d'économie sociale spécialisée dans la construction de logements étudiants partout au Québec. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Résidente de Montréal depuis 15 ans, je suis maman de deux garçons et citoyenne engagée, j’ai à cœur de faire de nos quartiers des milieux de vie sécuritaires, inclusifs et durables pour toutes et tous. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Projet Montréal incarne une vision de la ville à échelle humaine, pour toutes et tous. Les valeurs progressistes, féministes et écologistes de PM sont les aussi les points cardinaux de mon engagement en politique des 12 dernières années. Quelles sont les deux principales priorités de la personne candidate? Trouver des solutions pour s’attaquer à la crise du logement à Montréal Quel est le lieu préféré de la personne candidate à Montréal? Le Jardin Botanique de Montréal Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Chahi (Sharkie) TARAKJIAN,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Chahi (Sharkie) TARAKJIAN Profil des personnes candidates Icons/ArrowRetour à la liste Chahi (Sharkie) TARAKJIAN Ensemble Montréal - Équipe Soraya Conseillère ou conseiller d'arrondissement Cap-Saint-Jacques Présentation de la personne candidate Arrivé au Québec en 1968, Chahi « Sharkie » Tarakjian, d’origine arménienne, a grandi dans l’Ouest-de-l’Île. Entrepreneur et fondateur de Promo Link, il soutient depuis plus de 20 ans les entreprises locales. Conseiller d’arrondissement depuis 2021, il s’implique activement pour une communauté unie et solidaire. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Quelles sont les deux principales priorités de la personne candidate? Désenclaver l’Ouest de l’arrondissement par la création d’un boulevard facilitant l’accès au REM. Élaborer une politique pour les sports, loisirs, culture et le développement social avec le Conseil jeunesse. Quel est le lieu préféré de la personne candidate à Montréal? Pierrefonds-Roxboro Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Robertine TCHOUGA,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Robertine TCHOUGA Profil des personnes candidates Icons/ArrowRetour à la liste Robertine TCHOUGA Projet Montréal - Équipe Luc Rabouin Conseillère ou conseiller de ville Norman-McLaren courriel Présentation de la personne candidate je suis une infirmière et résidente de Saint-Laurent depuis près de 20 ans. Professionnelle de la santé depuis plus de neuf ans, ayant travaillé dans divers établissement de Montréal où j'ai développé une solide expertise en gestion d'équipe, organisation du travail et accompagnement des personnes vulnérables, j,ai consacré du temps au bénévolat Pourquoi la personne candidate souhaite représenter les Montréalais(es)? parce que je veux être une voix proche des citoyens, Servir ma communauté, c'est pour moi un honneur et une responsabilité que je suis prête à assumer pleinement. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Favoriser l'accès à des logements abordables et lutter contre l'insalubrité. Faciliter le déneigement et l'entretien des trottoires et des rues en hiver. Promouvoir le verdissement des rues, Soutenir les commerces locaux et l'achat local. Quelles sont les deux principales priorités de la personne candidate? Les logements sociaux abordables et lutte contre l'itinérance L'inclusion, l'équité et la participation citoyenne Quel est le lieu préféré de la personne candidate à Montréal? Mon lieu préféré à Montréal est le parc du Mont-Royal, car reflète une communauté verte Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Alexandre TEODORESCO,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Alexandre TEODORESCO Profil des personnes candidates Icons/ArrowRetour à la liste Alexandre TEODORESCO Ensemble Montréal - Équipe Soraya Conseillère ou conseiller de ville Loyola Présentation de la personne candidate Alexandre Teodoresco rejoint Ensemble Montréal pour offrir à Loyola un leadership innovant et concret. Vice-président au développement stratégique et à l’innovation aux 7 Doigts et coprésident d’Entertain-AI, il veut améliorer les services avec l’IA, moderniser les installations municipales, et prévenir les inondations. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Quelles sont les deux principales priorités de la personne candidate? Bonifier les infrastructures sportives hivernales et moderniser l’aréna Doug Harvey. Sécuriser nos rues et intersections et consulter les citoyens sur leurs besoins en mobilité. Quel est le lieu préféré de la personne candidate à Montréal? Côte-des-Neiges—Notre-Dame-De-Grâce ! Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Philippe TESSIER,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Philippe TESSIER Profil des personnes candidates Icons/ArrowRetour à la liste Philippe TESSIER Indépendant(e) Mairesse ou maire de l'arrondissement Saint-Léonard site courriel Présentation de la personne candidate J’ai participé à la grève étudiante massive de 2012 au Québec pour l’accès à l’éducation. J’ai été convaincu que les travailleurs doivent prendre le pouvoir politique pour obtenir des gains durables. Inspiré par la révolution cubaine, j’ai adhéré à la Ligue communiste. J’étais capitaine de piquetage lors des grèves des Teamsters au Canadien. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? J’avance une alternative ouvrière. Pour le progrès de l’humanité, les travailleurs doivent rompre avec les partis capitalistes, construire un parti qui se battra pour que la classe ouvrière prenne le pouvoir politique. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Je construirai la solidarité avec les luttes syndicales pour des salaires et des conditions de travail qui permettent d’élever une famille. Je soutiens le droit de grève et la lutte pour la résidence permanente pour tous les immigrants. Quelles sont les deux principales priorités de la personne candidate? La solidarité syndicale, construire un parti ouvrier. Défense d’Israël et de la souveraineté de l’Ukraine. Quel est le lieu préféré de la personne candidate à Montréal? Les lignes de piquetage des cols bleus, syndiqués de la STM. Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Philippe THERMIDOR,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Philippe THERMIDOR Profil des personnes candidates Icons/ArrowRetour à la liste Philippe THERMIDOR Ensemble Montréal - Équipe Soraya Conseillère ou conseiller d'arrondissement Ovide-Clermont Présentation de la personne candidate Conseiller d’arrondissement depuis 2021, Philippe Thermidor incarne une nouvelle génération de leaders engagés. Originaire d’Haïti, il valorise l’éducation, la solidarité et l’inclusion, plaçant l’action communautaire au cœur de son engagement pour Montréal-Nord. Ancien col bleu, il s’est impliqué aussi dans l’aile jeunesse d’un parti provincial. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Quelles sont les deux principales priorités de la personne candidate? Augmenter le nombre de jardins communautaires. Améliorer l’entretien des espaces verts. Quel est le lieu préféré de la personne candidate à Montréal? Montréal-Nord Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Maude THÉROUX-SÉGUIN,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Maude THÉROUX-SÉGUIN Profil des personnes candidates Icons/ArrowRetour à la liste Maude THÉROUX-SÉGUIN Ensemble Montréal - Équipe Soraya Mairesse ou maire de l'arrondissement Ahuntsic-Cartierville Présentation de la personne candidate Entrepreneure et propriétaire de restaurants réputés, Maude Théroux-Séguin est une leader engagée d’Ahuntsic–Cartierville. Présidente de la SDC Quartier Fleury Ouest, elle dynamise la vie locale et soutient les commerces d’ici. Elle veut améliorer la mobilité, la propreté et bâtir une communauté inclusive et vibrante. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Quelles sont les deux principales priorités de la personne candidate? Établir la réfection de nos rues, trottoirs, infrastructures; améliorer la propreté et déneigement. Développer un festival culturel d’envergure et améliorer nos infrastructures et plateaux sportifs. Quel est le lieu préféré de la personne candidate à Montréal? Ahuntsic-Cartierville ! Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Milany THIAGARAJAH,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Milany THIAGARAJAH Profil des personnes candidates Icons/ArrowRetour à la liste Milany THIAGARAJAH Ensemble Montréal - Équipe Soraya Conseillère ou conseiller de ville Darlington Présentation de la personne candidate Native de Côte-des-Neiges, Milany Thiagarajah s’engage à bâtir un Darlington sécuritaire, inclusif et uni. Avec son expérience à Service Canada, elle défend la diversité, les commerces locaux et la participation citoyenne pour renforcer les liens communautaires et représenter chaque famille. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Quelles sont les deux principales priorités de la personne candidate? Attirer plus d’entreprises locales et d’événements culturels. Doubler le terrain de basket/netball au parc MLK et commencer la construction d’un centre sportif. Quel est le lieu préféré de la personne candidate à Montréal? Côte-des-Neiges—Notre-Dame-De-Grâce Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Gilbert THIBODEAU,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Gilbert THIBODEAU Profil des personnes candidates Icons/ArrowRetour à la liste Gilbert THIBODEAU Action Montréal - Équipe Gilbert Thibodeau Mairesse ou maire de la ville linkedIn x facebook site courriel Présentation de la personne candidate Né à Montréal. Un Montréalais passionné, entrepreneur audacieux, efficace, respectueux et fier francophone. Je veux redonner aux citoyens de l'espoir. Je veux unir nos communautés, écouter chaque voix et bâtir un Montréal durable et rayonnant. Avec courage et vision, je m'engage à transformer notre métropole en un lieu où tous prospèrent. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Je rêve d'un Montréal où chacun s'épanouit en sécurité. Je veux du transport fluide, des quartiers verts et propres, des logements abordables et une sécurité renforcée. En soutenant nos PME et en créant des espaces rayonnants, je veux faire briller Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Montréal, c'est ma maison, mon inspiration. Je veux représenter ses citoyens pour porter leurs rêves, défendre leurs besoins et bâtir une ville équitable. Avec cœur et détermination, j'allégerai les taxes pour un avenir prometteur, vibrant et juste. Quelles sont les deux principales priorités de la personne candidate? Ville propre, soutien aux PME et à l'économie locale, fluidité sur les routes, culture, logements pour tous, sécurité, verdissement, promotion de la langue officielle. Quel est le lieu préféré de la personne candidate à Montréal? Le parc du Mont-Royal, poumon vert de Montréal. Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
